org.gnome.desktop.wm.keybindings	cycle-windows-backward	[]
org.gnome.desktop.wm.keybindings	minimize	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-7	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-8	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-9	[]
org.gnome.desktop.wm.keybindings	move-to-monitor-left	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-5	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-6	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-10	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-11	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-12	[]
org.gnome.desktop.wm.keybindings	move-to-center	[]
org.gnome.desktop.wm.keybindings	unmaximize	['<Primary><Alt><Super>Down']
org.gnome.desktop.wm.keybindings	panel-main-menu	['<Super>o']
org.gnome.desktop.wm.keybindings	cycle-windows	[]
org.gnome.desktop.wm.keybindings	cycle-panels-backward	[]
org.gnome.desktop.wm.keybindings	panel-run-dialog	['<Super>F2']
org.gnome.desktop.wm.keybindings	switch-to-workspace-down	[]
org.gnome.desktop.wm.keybindings	move-to-corner-ne	[]
org.gnome.desktop.wm.keybindings	move-to-side-e	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-right	[]
org.gnome.desktop.wm.keybindings	always-on-top	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-up	[]
org.gnome.desktop.wm.keybindings	raise	[]
org.gnome.desktop.wm.keybindings	maximize	['<Primary><Alt><Super>Up']
org.gnome.desktop.wm.keybindings	cycle-group-backward	[]
org.gnome.desktop.wm.keybindings	move-to-side-n	[]
org.gnome.desktop.wm.keybindings	move-to-side-s	[]
org.gnome.desktop.wm.keybindings	maximize-horizontally	[]
org.gnome.desktop.wm.keybindings	move-to-side-w	[]
org.gnome.desktop.wm.keybindings	move-to-corner-nw	[]
org.gnome.desktop.wm.keybindings	switch-windows	['<Super>q']
org.gnome.desktop.wm.keybindings	begin-move	[]
org.gnome.desktop.wm.keybindings	move-to-monitor-down	[]
org.gnome.desktop.wm.keybindings	switch-windows-backward	['<Shift><Super>q']
org.gnome.desktop.wm.keybindings	move-to-workspace-left	[]
org.gnome.desktop.wm.keybindings	move-to-corner-se	[]
org.gnome.desktop.wm.keybindings	activate-window-menu	[]
org.gnome.desktop.wm.keybindings	switch-input-source	[]
org.gnome.desktop.wm.keybindings	toggle-above	[]
org.gnome.desktop.wm.keybindings	move-to-monitor-right	[]
org.gnome.desktop.wm.keybindings	switch-input-source-backward	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-last	[]
org.gnome.desktop.wm.keybindings	lower	[]
org.gnome.desktop.wm.keybindings	cycle-panels	[]
org.gnome.desktop.wm.keybindings	toggle-fullscreen	[]
org.gnome.desktop.wm.keybindings	toggle-on-all-workspaces	[]
org.gnome.desktop.wm.keybindings	move-to-monitor-up	[]
org.gnome.desktop.wm.keybindings	move-to-corner-sw	[]
org.gnome.desktop.wm.keybindings	toggle-shaded	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-1	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-2	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-3	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-4	[]
org.gnome.desktop.wm.keybindings	raise-or-lower	[]
org.gnome.desktop.wm.keybindings	switch-panels	['<Super>]']
org.gnome.desktop.wm.keybindings	switch-panels-backward	[]
org.gnome.desktop.wm.keybindings	switch-applications-backward	['<Shift><Super>Tab']
org.gnome.desktop.wm.keybindings	maximize-vertically	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-7	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-5	[]
org.gnome.desktop.wm.keybindings	show-desktop	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-8	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-9	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-6	[]
org.gnome.desktop.wm.keybindings	switch-applications	['<Super>Tab']
org.gnome.desktop.wm.keybindings	switch-to-workspace-10	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-11	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-12	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-left	[]
org.gnome.desktop.wm.keybindings	toggle-maximized	[]
org.gnome.desktop.wm.keybindings	set-spew-mark	[]
org.gnome.desktop.wm.keybindings	begin-resize	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-down	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-last	[]
org.gnome.desktop.wm.keybindings	switch-group-backward	['<Shift><Super>w']
org.gnome.desktop.wm.keybindings	switch-group	['<Super>w']
org.gnome.desktop.wm.keybindings	cycle-group	[]
org.gnome.desktop.wm.keybindings	close	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-up	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-1	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-2	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-3	[]
org.gnome.desktop.wm.keybindings	move-to-workspace-4	[]
org.gnome.desktop.wm.keybindings	switch-to-workspace-right	[]
org.gnome.settings-daemon.plugins.power	power-button-action	'suspend'
org.gnome.settings-daemon.plugins.media-keys	logout	'<Control><Alt>Delete'
org.gnome.settings-daemon.plugins.media-keys	screenreader	'<Alt><Super>s'
org.gnome.settings-daemon.plugins.media-keys	volume-mute	'XF86AudioMute'
org.gnome.settings-daemon.plugins.media-keys	volume-up	'XF86AudioRaiseVolume'
org.gnome.settings-daemon.plugins.media-keys	window-screenshot	'<Alt>Print'
org.gnome.settings-daemon.plugins.media-keys	previous	'XF86AudioPrev'
org.gnome.settings-daemon.plugins.media-keys	control-center	'XF86Tools'
org.gnome.settings-daemon.plugins.media-keys	stop	'XF86AudioStop'
org.gnome.settings-daemon.plugins.media-keys	home	''
org.gnome.settings-daemon.plugins.media-keys	screenshot-clip	'<Ctrl>Print'
org.gnome.settings-daemon.plugins.media-keys	magnifier	'<Alt><Super>8'
org.gnome.settings-daemon.plugins.media-keys	help	''
org.gnome.settings-daemon.plugins.media-keys	search	'<Super>space'
org.gnome.settings-daemon.plugins.media-keys	magnifier-zoom-in	'<Alt><Super>equal'
org.gnome.settings-daemon.plugins.media-keys	calculator	'XF86Calculator'
org.gnome.settings-daemon.plugins.media-keys	eject	'XF86Eject'
org.gnome.settings-daemon.plugins.media-keys	window-screenshot-clip	'<Ctrl><Alt>Print'
org.gnome.settings-daemon.plugins.media-keys	area-screenshot-clip	'<Ctrl><Shift>Print'
org.gnome.settings-daemon.plugins.media-keys	media	'XF86AudioMedia'
org.gnome.settings-daemon.plugins.media-keys	www	''
org.gnome.settings-daemon.plugins.media-keys	play	'XF86AudioPlay'
org.gnome.settings-daemon.plugins.media-keys	email	'XF86Mail'
org.gnome.settings-daemon.plugins.media-keys	volume-down	'XF86AudioLowerVolume'
org.gnome.settings-daemon.plugins.media-keys	decrease-text-size	''
org.gnome.settings-daemon.plugins.media-keys	on-screen-keyboard	''
org.gnome.settings-daemon.plugins.media-keys	next	'XF86AudioNext'
org.gnome.settings-daemon.plugins.media-keys	screenshot	'Print'
org.gnome.settings-daemon.plugins.media-keys	increase-text-size	''
org.gnome.settings-daemon.plugins.media-keys	magnifier-zoom-out	'<Alt><Super>minus'
org.gnome.settings-daemon.plugins.media-keys	screencast	'<Ctrl><Shift><Alt>R'
org.gnome.settings-daemon.plugins.media-keys	screensaver	'<Super>l'
